Minister of health,National Medicines regulatory authority
Minister of health,Department of ayurveda
Minister of health,Sri Lanka Ayurvedic Drugs Corporation
Minister of health,ayurvedic Medical Council
Minister of health,Ayurvedic College and Hospital Board
Minister of health,Ayurveda Teaching and Research Hospitals
Minister of health,"Homeopathy Hospital, Welisara"
Minister of health,Homeopathy Medical Council
Minister of health,Kidney Fund
Minister of Plantation Industries,National Institute of Plantation Management
Minister of Plantation Industries,Sri Lanka Tea Board
Minister of Plantation Industries,Tea Small Holdings Development Authority
Minister of Plantation Industries,Tea Research Institute
Minister of Plantation Industries,Tea and Rubber Estates (Control and Fragmentation) Board
Minister of Plantation Industries,Janatha Estate Development Board
Minister of Plantation Industries,Kalubovitiyana Tea Factory Ltd.
Minister of Plantation Industries,Sri Lanka State Plantation Corporation
Minister of Plantation Industries,Elkaduwa Plantation Company Ltd
Minister of Plantation Industries,Department of Rubber Development
Minister of Plantation Industries,Rubber Research Institute
Minister of Plantation Industries,Sri Lanka Rubber Manufacturing and Export Corporation
Minister of Plantation Industries,Tea Shakthi Fund
Minister of Plantation Industries,Thurusaviya Fund
Minister of Plantation Industries,Department of Export Agriculture
Minister of Plantation Industries,Sri Lanka Cashew Corporation
Minister of Plantation Industries,Hingurana Sugar Industry Ltd
Minister of Plantation Industries,Ceylon Sugar (Pvt.) Ltd
Minister of Plantation Industries,Kantale Sugar Company Ltd
Minister of Plantation Industries,Sugar Cane Research Institute
Minister of Plantation Industries,Spices and Allied Products Marketing Board
Minister of Plantation Industries,Kurunegala Plantation Company Ltd
Minister of Plantation Industries,Chilaw Plantation Company Ltd
Minister of Plantation Industries,Coconut Cultivation Board
Minister of Plantation Industries,Coconut Development Authority
Minister of Plantation Industries,Coconut Research Institute
Minister of Plantation Industries,Palmyrah Development Board
Minister of Plantation Industries,Kithul Development Board
Minister of Plantation Industries,Kapruka Fund
Minister of Industries, Ceylon Industrial Development Board
Minister of Industries, Lanka Leyland Ltd.
Minister of Industries, Lanka Ashok Leyland Ltd.
Minister of Industries, National Paper Corporation Ltd.
Minister of Industries, Kahagolla Engineering Services Company Ltd. (KESCO)
Minister of Industries, Centre of Excellence for Robotic Applications
Minister of Industries, Kahatagaha Graphite Lanka Ltd.
Minister of Industries, Ceylon Ceramics Corporation (Brick and Tiles Division)
Minister of Industries, BCC (Pvt) Limited
Minister of Industries, National Enterprise Development Authority
Minister of Industries, Lanka Mineral Sands Company
Minister of Industries, SME Venture Capital Company
Minister of Industries, SME Authority
Minister of Industries, Timber-related Design Centre
Minister of Industries, National Crafts Council
Minister of Industries, Department of Textile Industries
Minister of Industries, Sri Lanka Institute of Textile and Apparels
Minister of Industries, Lanka Textile Mills Emporium Ltd.
Minister of Industries, Lanka Salusala Ltd.
Minister of Industries, Sri Lanka Handicraft Board (Laksala)
Minister of Industries, National Design Centre
Minister of Industries, National Gem and Jewellery Authority
Minister of Industries, Gem and Jewellery Research and Training Institute
Minister of Urban Development and Housing, Urban Development Authority
Minister of Urban Development and Housing, Urban Settlement Development Authority
Minister of Urban Development and Housing, Selendiva investments Limited
Minister of Urban Development and Housing, Hotel Developers (Lanka) PLC (PQ 143)
Minister of Urban Development and Housing, National Physical Planning Department
Minister of Urban Development and Housing, Condominium Management Authority (Common Amenities Board)
Minister of Urban Development and Housing, Sri Lanka Land Development Corporation and its subsidiaries and related institutions
Minister of Urban Development and Housing, National Housing Development Authority
Minister of Urban Development and Housing, Building Material Corporation Limited
Minister of Urban Development and Housing, Department of Buildings
Minister of Urban Development and Housing, Department of Government Factories
Minister of Urban Development and Housing, Construction Industry Development Authority
Minister of Urban Development and Housing, National Equipment and Machinery Organization
Minister of Urban Development and Housing, Ocean View Development (Pvt) Ltd
Minister of Urban Development and Housing, Marine Environment Protection Authority
Minister of Urban Development and Housing, Department of Coast Conservation and Coastal Resource Management
"Minister of Buddhasasana, Religious and Cultural Affairs",Department of Buddhist Affairs
"Minister of Buddhasasana, Religious and Cultural Affairs",Department of Hindu Religious and Cultural Affairs
"Minister of Buddhasasana, Religious and Cultural Affairs",Department of Christian Religious Affairs
"Minister of Buddhasasana, Religious and Cultural Affairs",Department of Muslim Religious and Cultural Affairs
"Minister of Buddhasasana, Religious and Cultural Affairs",Department of National Museums
"Minister of Buddhasasana, Religious and Cultural Affairs",Department of National Archives
"Minister of Buddhasasana, Religious and Cultural Affairs",S W R D Bandaranaike National Memorial Foundation
"Minister of Buddhasasana, Religious and Cultural Affairs",Department of Public Trustee
"Minister of Buddhasasana, Religious and Cultural Affairs",Central Cultural Fund
"Minister of Buddhasasana, Religious and Cultural Affairs",Buddha Sasana Fund
"Minister of Buddhasasana, Religious and Cultural Affairs",Buddhist Renaissance Fund
"Minister of Buddhasasana, Religious and Cultural Affairs",Department of Cultural Affairs
"Minister of Buddhasasana, Religious and Cultural Affairs",Department of Archaeology
"Minister of Buddhasasana, Religious and Cultural Affairs",Tower Hall Theatre Foundation
"Minister of Buddhasasana, Religious and Cultural Affairs",National Arts Council
"Minister of Buddhasasana, Religious and Cultural Affairs",Gramodaya Folk Arts Centre
"Minister of Buddhasasana, Religious and Cultural Affairs",Galle Heritage Foundation
"Minister of Buddhasasana, Religious and Cultural Affairs",National Performing Arts Theatre (Nelum Pokuna)
"Minister of Buddhasasana, Religious and Cultural Affairs",Ape Gama
"Minister of Trade, Commerce and Food Security",Department of Commerce
"Minister of Trade, Commerce and Food Security",Lanka Sathosa Ltd.
"Minister of Trade, Commerce and Food Security",Cooperative Wholesale Establishment
"Minister of Trade, Commerce and Food Security",Mahapola Trust Fund
"Minister of Trade, Commerce and Food Security",Regional Economic Centres
"Minister of Trade, Commerce and Food Security",Sri Lanka Accreditation Board for Conformity Assessment
"Minister of Trade, Commerce and Food Security","Department of Measurement Units, Standards and Services"
"Minister of Trade, Commerce and Food Security",National Intellectual Property Office of Sri Lanka
"Minister of Trade, Commerce and Food Security",Consumer Affairs Authority
"Minister of Trade, Commerce and Food Security",Department of Cooperative Development (Registrar of Cooperative Societies)
"Minister of Trade, Commerce and Food Security",Cooperative Employees Commission
"Minister of Trade, Commerce and Food Security",National Institute of Cooperative Development
"Minister of Trade, Commerce and Food Security",Food Commissioner’s Department
